set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging
75182-1,Republic Fighter Tank,/sets/75182-1/Republic-Fighter-Tank,Licensed,Star Wars,Legends,2017.0,305.0,4.0,/inventories/75182-1,/minifigs/inset-75182-1,24.99,24.0,19.0,5.0,5.0,"Aayla Secura, Battle Droid, Clone Trooper Gunner, Droid, Galactic Republic",Normal,Box
75183-1,Darth Vader Transformation ,/sets/75183-1/Darth-Vader-Transformation,Licensed,Star Wars,Episode III,2017.0,282.0,6.0,/inventories/75183-1,/minifigs/inset-75183-1,24.99,20.0,15.0,5.0,5.0,"Darth Vader, DD-13 Medical Assistant Droid, FX-6 Medical Assistant Droid, Palpatine, Prowler 1000 Exploration Droid, Galactic Empire, Prequel Trilogy, Revenge of the Sith, Sith",Normal,Box
75184-1,Star Wars Advent Calendar,/sets/75184-1/Star-Wars-Advent-Calendar,Licensed,Star Wars,Seasonal,2017.0,309.0,8.0,/inventories/75184-1,/minifigs/inset-75184-1,39.99,19.0,19.0,4.0,1.0,"BB-8, First Order Snowtrooper, First Order Stormtrooper, Imperial Ground Crew, Imperial Officer, Major Brance, Sabine Wren, Unkar's Thug, Advent Calendar, Christmas, Droid, First Order, Galactic Empire, Jakku, Luggabeast, Mandalorians, Microscale, Phoenix Squadron, Rebel Alliance, Resistance, Rogue One, Sled, Snowplough, Spectres, Star Wars Anthology, Star Wars Shuttle, Starfighter, The Force Awakens, Walker",Normal,Box
75185-1,Tracker I,/sets/75185-1/Tracker-I,Licensed,Star Wars,Original Content,2017.0,557.0,4.0,/inventories/75185-1,/minifigs/inset-75185-1,69.99,45.0,,5.0,1.0,"Imperial Probe Droid, M-OC Hunter Droid, Palpatine, Rowan, Cartoon, Galactic Empire, Starfighter, The Freemaker Adventures",Normal,Box
75186-1,The Arrowhead,/sets/75186-1/The-Arrowhead,Licensed,Star Wars,Original Content,2017.0,775.0,5.0,/inventories/75186-1,/minifigs/inset-75186-1,89.99,62.0,49.0,4.3,3.0,"Kordi, Quarrie, RO-GR, Stormtrooper, Zander, Cartoon, Rebel Alliance, The Freemaker Adventures",Normal,Box
75187-1,BB-8,/sets/75187-1/BB-8,Licensed,Star Wars,The Last Jedi,2017.0,1106.0,1.0,/inventories/75187-1,/minifigs/inset-75187-1,99.99,68.0,54.0,4.6,5.0,"BB-8, Droid, Resistance, Sequel Trilogy",Normal,Box
75188-1,Resistance Bomber,/sets/75188-1/Resistance-Bomber,Licensed,Star Wars,The Last Jedi,2017.0,778.0,5.0,/inventories/75188-1,/minifigs/inset-75188-1,109.99,84.0,64.0,4.7,3.0,"Paige Tico, Poe Dameron, Resistance Bombardier, Resistance Bomber Pilot, Vice Admiral Holdo, Resistance, Sequel Trilogy, The Last Jedi",Normal,Box
75189-1,First Order Heavy Assault Walker,/sets/75189-1/First-Order-Heavy-Assault-Walker,Licensed,Star Wars,The Last Jedi,2017.0,1376.0,5.0,/inventories/75189-1,/minifigs/inset-75189-1,149.99,106.0,90.0,4.5,6.0,"AT-M6 Driver, First Order Stormtrooper, Poe Dameron, Resistance Trooper, Rey, First Order, Sequel Trilogy, The Last Jedi",Normal,Box
75190-1,First Order Star Destroyer,/sets/75190-1/First-Order-Star-Destroyer,Licensed,Star Wars,The Last Jedi,2017.0,1416.0,7.0,/inventories/75190-1,/minifigs/inset-75190-1,159.99,121.0,97.0,4.2,5.0,"BB-9E, First Order Officer, First Order Shuttle Pilot, First Order Stormtrooper Officer, First Order Stormtrooper, IT-000 Interrogator Droid, Supreme Leader Snoke, Droid, Finalizer, First Order, Hologram, Lifting Handle, Nanofig, Sequel Trilogy",Normal,Box
75191-1,Jedi Starfighter with Hyperdrive,/sets/75191-1/Jedi-Starfighter-with-Hyperdrive,Licensed,Star Wars,Episode II,2017.0,825.0,4.0,/inventories/75191-1,/minifigs/inset-75191-1,99.99,94.0,78.0,3.5,2.0,"Boba Fett, Jango Fett, Obi-Wan Kenobi, R4-P17, Attack Of The Clones, Bounty Hunters, Delta 7 Aethersprite Class Light Interceptor, Droid, Galactic Republic, Hyperdrive, Jedi, Prequel Trilogy, Starfighter",Normal,Box
75192-1,Millennium Falcon,/sets/75192-1/Millennium-Falcon,Licensed,Star Wars,Ultimate Collector Series,2017.0,7541.0,8.0,/inventories/75192-1,/minifigs/inset-75192-1,799.99,727.0,499.0,4.8,5.0,"BB-8, C-3PO, Chewbacca, Finn, Han Solo, Princess Leia, Rey, Anniversary Set, Award Winning Product, Brick Built Figure, D2c, Droid, Minifigure Scale, Mynock, Original Trilogy, Porg, Rebel Alliance, Resistance, Sequel Trilogy, The Empire Strikes Back, The Force Awakens, The Last Jedi",Normal,Box
75523-1,Scarif Stormtrooper,/sets/75523-1/Scarif-Stormtrooper,Licensed,Star Wars,Buildable Figures,2017.0,89.0,0.0,/inventories/75523-1,,24.99,18.0,10.0,4.5,2.0,"Ccbs, Galactic Empire, Rogue One, Scarif, Star Wars Anthology, Ultrabuild",Normal,Box
75524-1,Chirrut Îmwe,/sets/75524-1/Chirrut-Îmwe,Licensed,Star Wars,Buildable Figures,2017.0,87.0,0.0,/inventories/75524-1,,24.99,12.0,4.0,5.0,1.0,"Ccbs, Rebel Alliance, Rogue One, Star Wars Anthology, Ultrabuild",Normal,Box
75525-1,Baze Malbus,/sets/75525-1/Baze-Malbus,Licensed,Star Wars,Buildable Figures,2017.0,148.0,0.0,/inventories/75525-1,,24.99,13.0,10.0,5.0,1.0,"Ccbs, Rebel Alliance, Rogue One, Star Wars Anthology, Ultrabuild",Normal,Box
75526-1,Elite TIE Fighter Pilot,/sets/75526-1/Elite-TIE-Fighter-Pilot,Licensed,Star Wars,Buildable Figures,2017.0,94.0,0.0,/inventories/75526-1,,19.99,10.0,9.0,,,"Ccbs, First Order, Sequel Trilogy, The Last Jedi, Ultrabuild",Normal,Box
75528-1,Rey,/sets/75528-1/Rey,Licensed,Star Wars,Buildable Figures,2017.0,85.0,0.0,/inventories/75528-1,,24.99,8.0,11.0,,,"Ccbs, Female, Resistance, Sequel Trilogy, The Last Jedi, Ultrabuild",Normal,Box
75529-1,Elite Praetorian Guard,/sets/75529-1/Elite-Praetorian-Guard,Licensed,Star Wars,Buildable Figures,2017.0,92.0,0.0,/inventories/75529-1,,24.99,16.0,9.0,5.0,2.0,"Ccbs, First Order, Sequel Trilogy, The Last Jedi, Ultrabuild",Normal,Box
75530-1,Chewbacca,/sets/75530-1/Chewbacca,Licensed,Star Wars,Buildable Figures,2017.0,179.0,0.0,/inventories/75530-1,,34.99,21.0,18.0,,,"Ccbs, Resistance, Sequel Trilogy, The Last Jedi, Ultrabuild",Normal,Box
75531-1,Stormtrooper Commander,/sets/75531-1/Stormtrooper-Commander,Licensed,Star Wars,Buildable Figures,2017.0,100.0,0.0,/inventories/75531-1,,24.99,21.0,14.0,5.0,2.0,"Ccbs, Galactic Empire, Original Trilogy, Ultrabuild",Normal,Box
75532-1,Scout Trooper & Speeder Bike,/sets/75532-1/Scout-Trooper-Speeder-Bike,Licensed,Star Wars,Buildable Figures,2017.0,452.0,0.0,/inventories/75532-1,,54.99,39.0,30.0,,,"Ccbs, Galactic Empire, Large Scale Vehicle, Original Trilogy, Return Of The Jedi, Ultrabuild",Normal,Box
75877-1,Mercedes-AMG GT3,/sets/75877-1/Mercedes-AMG-GT3,Licensed,Speed Champions,Mercedes,2017.0,196.0,1.0,/inventories/75877-1,/minifigs/inset-75877-1,14.99,26.0,15.0,4.5,4.0,"Racing, Racing Car",Normal,Box
75878-1,Bugatti Chiron,/sets/75878-1/Bugatti-Chiron,Licensed,Speed Champions,Bugatti,2017.0,181.0,1.0,/inventories/75878-1,/minifigs/inset-75878-1,14.99,32.0,25.0,4.0,1.0,Sports Car,Normal,Box
75879-1,Scuderia Ferrari SF16-H,/sets/75879-1/Scuderia-Ferrari-SF16-H,Licensed,Speed Champions,Ferrari,2017.0,184.0,1.0,/inventories/75879-1,/minifigs/inset-75879-1,14.99,17.0,13.0,4.0,3.0,"Ferrari, Formula 1, Racing",Normal,Box
75880-1,McLaren 720S,/sets/75880-1/McLaren-720S,Licensed,Speed Champions,McLaren,2017.0,161.0,1.0,/inventories/75880-1,/minifigs/inset-75880-1,14.99,20.0,12.0,5.0,2.0,Sports Car,Normal,Box
75881-1,2016 Ford GT & 1966 Ford GT40,/sets/75881-1/2016-Ford-GT-1966-Ford-GT40,Licensed,Speed Champions,Ford,2017.0,366.0,3.0,/inventories/75881-1,/minifigs/inset-75881-1,29.99,42.0,29.0,5.0,1.0,"Ford, Racing Car, Sports Car",Normal,Box
75882-1,Ferrari FXX K & Development Center,/sets/75882-1/Ferrari-FXX-K-Development-Center,Licensed,Speed Champions,Ferrari,2017.0,494.0,4.0,/inventories/75882-1,/minifigs/inset-75882-1,49.99,75.0,30.0,,,"Ferrari, Lab, Sports Car",Normal,Box
75883-1,Mercedes AMG Petronas Formula One Team,/sets/75883-1/Mercedes-AMG-Petronas-Formula-One-Team,Licensed,Speed Champions,Mercedes,2017.0,941.0,8.0,/inventories/75883-1,/minifigs/inset-75883-1,99.99,88.0,,4.0,1.0,"Camera, Finish Line, Formula 1, Pit Stop, Racing, Street Vendor",Normal,Box
75995-1,Mercedes AMG Petronas Team Gift 2017,/sets/75995-1/Mercedes-AMG-Petronas-Team-Gift-2017,Licensed,Speed Champions,Mercedes,2017.0,120.0,1.0,/inventories/75995-1,/minifigs/inset-75995-1,,500.0,,,,"Formula 1, Racing",Normal,Box
76068-1,Mighty Micros: Superman vs. Bizarro,/sets/76068-1/Mighty-Micros-Superman-vs-Bizarro,Licensed,DC Comics Super Heroes,Mighty Micros,2017.0,93.0,2.0,/inventories/76068-1,/minifigs/inset-76068-1,9.99,10.0,4.0,,,"Bizarro, Superman, Car, Justice League, Kryptonite",Normal,Box
76069-1,Mighty Micros: Batman vs. Killer Moth,/sets/76069-1/Mighty-Micros-Batman-vs-Killer-Moth,Licensed,DC Comics Super Heroes,Mighty Micros,2017.0,83.0,2.0,/inventories/76069-1,/minifigs/inset-76069-1,9.99,9.0,5.0,,,"Batman, Killer Moth, Car, Helicopter, Rogues Gallery",Normal,Box
76070-1,Mighty Micros: Wonder Woman vs. Doomsday,/sets/76070-1/Mighty-Micros-Wonder-Woman-vs-Doomsday,Licensed,DC Comics Super Heroes,Mighty Micros,2017.0,85.0,2.0,/inventories/76070-1,/minifigs/inset-76070-1,9.99,9.0,5.0,,,"Doomsday, Wonder Woman, Car, Invisible Jet, Justice League",Normal,Box
76071-1,Mighty Micros: Spider-Man vs. Scorpion,/sets/76071-1/Mighty-Micros-Spider-Man-vs-Scorpion,Licensed,Marvel Super Heroes,Mighty Micros,2017.0,79.0,2.0,/inventories/76071-1,/minifigs/inset-76071-1,9.99,11.0,5.0,,,"Scorpion, Spider-Man, Car, Scorpions, Spider",Normal,Box
76072-1,Mighty Micros: Iron Man vs. Thanos,/sets/76072-1/Mighty-Micros-Iron-Man-vs-Thanos,Licensed,Marvel Super Heroes,Mighty Micros,2017.0,94.0,2.0,/inventories/76072-1,/minifigs/inset-76072-1,9.99,13.0,6.0,4.0,1.0,"Iron Man, Thanos, Avengers, Car, Infinity Gauntlet, Infinity Stone, Mind Stone, Reality Stone, Soul Stone, Space Stone, Time Stone",Normal,Box
76073-1,Mighty Micros: Wolverine vs. Magneto,/sets/76073-1/Mighty-Micros-Wolverine-vs-Magneto,Licensed,Marvel Super Heroes,Mighty Micros,2017.0,85.0,2.0,/inventories/76073-1,/minifigs/inset-76073-1,9.99,9.0,5.0,5.0,1.0,"Magneto, Wolverine, Blackbird, Car, Jet Aircraft, X Men",Normal,Box
76075-1,Wonder Woman Warrior Battle,/sets/76075-1/Wonder-Woman-Warrior-Battle,Licensed,DC Comics Super Heroes,DC Extended Universe,2017.0,286.0,2.0,/inventories/76075-1,/minifigs/inset-76075-1,29.99,30.0,19.0,5.0,1.0,"Steve Trevor, Wonder Woman, Aircraft, Airplane, Brick Built Figure, Military, Propeller Aircraft",Normal,Box
76076-1,Captain America Jet Pursuit,/sets/76076-1/Captain-America-Jet-Pursuit,Licensed,Marvel Super Heroes,Comics,2017.0,160.0,3.0,/inventories/76076-1,/minifigs/inset-76076-1,19.99,26.0,16.0,3.5,2.0,"Captain America, Ms. Marvel, Super-Adaptoid, Aircraft, Airplane, Avengers, Jet Aircraft, Power Blast, USA",Normal,Box
76077-1,Iron Man: Detroit Steel Strikes,/sets/76077-1/Iron-Man-Detroit-Steel-Strikes,Licensed,Marvel Super Heroes,Comics,2017.0,377.0,3.0,/inventories/76077-1,/minifigs/inset-76077-1,29.99,28.0,16.0,4.0,2.0,"Agent Coulson, Iron Man, Justin Hammer, Avengers, Car, Convertible, Lola, Mech, Power Blast, S.H.I.E.L.D.",Normal,Box
76078-1,Hulk vs. Red Hulk,/sets/76078-1/Hulk-vs-Red-Hulk,Licensed,Marvel Super Heroes,Comics,2017.0,375.0,4.0,/inventories/76078-1,/minifigs/inset-76078-1,59.99,53.0,38.0,2.5,2.0,"Hulk, Red Hulk, Red She-Hulk, She-Hulk, Avengers, Bigfig, Car, Motor Trike",Normal,Box
76079-1,Ravager Attack,/sets/76079-1/Ravager-Attack,Licensed,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017.0,197.0,3.0,/inventories/76079-1,/minifigs/inset-76079-1,19.99,24.0,15.0,4.0,2.0,"Mantis, Rocket Raccoon, Taserface, Brick Built Tree, Ego Planet, Guardians Of The Galaxy, Marvel Cinematic Universe, Ravagers, Space, Spaceship",Normal,Box
76080-1,Ayesha's Revenge,/sets/76080-1/Ayesha-s-Revenge,Licensed,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017.0,323.0,4.0,/inventories/76080-1,/minifigs/inset-76080-1,29.99,32.0,26.0,4.7,3.0,"Ayesha, Groot, Star-Lord, Yondu, Baby, Baby Groot, Drone, Ego Planet, Groot, Guardians Of The Galaxy, Marvel Cinematic Universe, Mining, Ravagers, Sovereign, Space, Spaceship",Normal,Box
76081-1,The Milano vs. The Abilisk,/sets/76081-1/The-Milano-vs-The-Abilisk,Licensed,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017.0,460.0,5.0,/inventories/76081-1,/minifigs/inset-76081-1,49.99,62.0,48.0,4.0,1.0,"Drax, Gamora, Groot, Nebula, Star-Lord, Abilisk, Baby, Baby Groot, Brick Built Figure, Guardians Of The Galaxy, Marvel Cinematic Universe, Sovereign, Space, Spaceship",Normal,Box
76082-1,ATM Heist Battle,/sets/76082-1/ATM-Heist-Battle,Licensed,Marvel Super Heroes,Spider-Man: Homecoming,2017.0,185.0,3.0,/inventories/76082-1,/minifigs/inset-76082-1,19.99,18.0,12.0,4.0,1.0,"Masked Robber, Spider-Man, Atm, Bank, Marvel Cinematic Universe, Motorcycle, New York, Power Blast",Normal,Box
76083-1,Beware the Vulture,/sets/76083-1/Beware-the-Vulture,Licensed,Marvel Super Heroes,Spider-Man: Homecoming,2017.0,375.0,4.0,/inventories/76083-1,/minifigs/inset-76083-1,39.99,44.0,37.0,4.7,3.0,"Iron Man, Spider-Man, The Shocker, Vulture, 8 Wide Car, Glider, Marvel Cinematic Universe, Power Blast, Truck",Normal,Box
76084-1,The Ultimate Battle for Asgard,/sets/76084-1/The-Ultimate-Battle-for-Asgard,Licensed,Marvel Super Heroes,Thor: Ragnarok,2017.0,400.0,6.0,/inventories/76084-1,/minifigs/inset-76084-1,49.99,38.0,21.0,5.0,2.0,"Berserker, Bruce Banner, Hela, Thor, Valkyrie, Avengers, Brick Built Animals, Fenris Wolf, Marvel Cinematic Universe, Sakaar, Spaceship",Normal,Box
76085-1,Battle of Atlantis,/sets/76085-1/Battle-of-Atlantis,Licensed,DC Comics Super Heroes,DC Extended Universe,2017.0,197.0,4.0,/inventories/76085-1,/minifigs/inset-76085-1,19.99,11.0,10.0,3.6,5.0,"Aquaman, Atlantean Guard, Parademon, Atlantis, Justice League, Power Blast",Normal,Box
76086-1,Knightcrawler Tunnel Attack,/sets/76086-1/Knightcrawler-Tunnel-Attack,Licensed,DC Comics Super Heroes,DC Extended Universe,2017.0,622.0,4.0,/inventories/76086-1,/minifigs/inset-76086-1,49.99,28.0,26.0,,,"Batman, Parademon, The Flash, Justice League, Mech, Power Blast, Walker",Normal,Box
76087-1,Flying Fox: Batmobile Airlift Attack,/sets/76087-1/Flying-Fox-Batmobile-Airlift-Attack,Licensed,DC Comics Super Heroes,DC Extended Universe,2017.0,955.0,6.0,/inventories/76087-1,/minifigs/inset-76087-1,129.99,77.0,64.0,4.0,1.0,"Batman, Cyborg, Parademon, Superman, Wonder Woman, Aircraft, Batmobile, Brick Built Figure, Car, Justice League, Transport Vehicle",Normal,Box
76088-1,Thor vs. Hulk: Arena Clash,/sets/76088-1/Thor-vs-Hulk-Arena-Clash,Licensed,Marvel Super Heroes,Thor: Ragnarok,2017.0,492.0,5.0,/inventories/76088-1,/minifigs/inset-76088-1,59.99,59.0,43.0,3.0,1.0,"Grandmaster, Hulk, Loki, Sakaarian Guard, Thor, Arena, Avengers, Bigfig, Marvel Cinematic Universe, Sakaar, Sliding Door",Normal,Box
211701-1,Batman,/sets/211701-1/Batman,Licensed,The LEGO Batman Movie,Magazine Gift,2017.0,8.0,1.0,,/minifigs/inset-211701-1,,4.0,,,,"Batman, The Lego Batman Movie",Other,Foil pack
211702-1,The Joker,/sets/211702-1/The-Joker,Licensed,The LEGO Batman Movie,Magazine Gift,2017.0,7.0,1.0,,/minifigs/inset-211702-1,,3.0,3.0,,,"The Joker, Rogues Gallery, The Lego Batman Movie",Other,Foil pack
241701-1,Mr. Spry and His Lemonade Stand,/sets/241701-1/Mr-Spry-and-His-Lemonade-Stand,Action/Adventure,Elves,Magazine Gift,2017.0,,0.0,,,,4.0,,,,"Mr Spry, Shop, Squirrel",Other,Foil pack
241702-1,Hidee the Chameleon ,/sets/241702-1/Hidee-the-Chameleon,Action/Adventure,Elves,Magazine Gift,2017.0,19.0,0.0,,,,3.0,,,,"Chameleon, Hidee",Other,Foil pack
271712-1,Clay,/sets/271712-1/Clay,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,1.0,,/minifigs/inset-271712-1,,3.0,,,,"Clay Moorington, Knighton",Other,Foil pack
271713-1,Merlok 2.0,/sets/271713-1/Merlok-2-0,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,0.0,,,,2.0,,,,"Knighton, Merlok 2.0.",Other,Foil pack
271714-1,Robin,/sets/271714-1/Robin,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,1.0,,/minifigs/inset-271714-1,,2.0,,,,Robin Underwood,Other,Foil pack
271715-1,Lance's Cart,/sets/271715-1/Lance-s-Cart,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,0.0,,,,1.0,,,,"Cart, Knighton, Microscale",Other,Foil pack
271716-1,Gargoyle,/sets/271716-1/Gargoyle,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,1.0,,/minifigs/inset-271716-1,,3.0,2.0,,,"Gargoyle, Stone Monster Army",Other,Foil pack
271717-1,Stone Bolide,/sets/271717-1/Stone-Bolide,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,31.0,0.0,,,,2.0,,,,"Cart, Stone Monster Army",Other,Foil pack
271718-1,Aaron,/sets/271718-1/Aaron,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,1.0,,/minifigs/inset-271718-1,,2.0,,,,"Aaron Fox, Knighton",Other,Foil pack
271719-1,Stomper's Shooter,/sets/271719-1/Stomper-s-Shooter,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,0.0,,,,1.0,,,,"Cart, Stone Monster Army",Other,Foil pack
271720-1,Macy,/sets/271720-1/Macy,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,7.0,1.0,,/minifigs/inset-271720-1,,3.0,,,,"Macy Halbert, Knighton",Other,Foil pack
271721-1,Clay's Mini Falcon,/sets/271721-1/Clay-s-Mini-Falcon,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,0.0,,,,2.0,,,,Microscale,Other,Foil pack
271722-1,Stone Giant with Flying Machine,/sets/271722-1/Stone-Giant-with-Flying-Machine,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,1.0,,/minifigs/inset-271722-1,,3.0,,,,"Stone Giant, Glider, Stone Monster Army",Other,Foil pack
271723-1,Hovercraft,/sets/271723-1/Hovercraft,Action/Adventure,Nexo Knights,Magazine Gift,2017.0,,0.0,,,,2.0,,,,"Aircraft, Knighton",Other,Foil pack
471701-1,Lloyd,/sets/471701-1/Lloyd,Licensed,The LEGO Ninjago Movie,Magazine Gift,2017.0,6.0,1.0,,/minifigs/inset-471701-1,,2.0,,,,"Lloyd Garmadon, Energy, Garmadon Family, Master Builders, Ninjago Ninjas, Secret Ninja Force, The Lego Ninjago Movie, Training, Wu Cru",Other,Foil pack
471702-1,Mia,/sets/471702-1/Mia,Girls,Friends,Magazine gift,2017.0,8.0,1.0,,/minifigs/inset-471702-1,,5.0,,,,"Mia, Skating",Other,Blister pack
561701-1,Bear in Cave,/sets/561701-1/Bear-in-Cave,Girls,Friends,Magazine gift,2017.0,,0.0,,,,3.0,2.0,,,"Bear, Cave, Fish",Other,Foil pack
561702-1,Kitten Felix,/sets/561702-1/Kitten-Felix,Girls,Friends,Magazine gift,2017.0,,0.0,,,,3.0,,,,Cat,Other,Foil pack
561703-1,Fruit Bar,/sets/561703-1/Fruit-Bar,Girls,Friends,Magazine gift,2017.0,,0.0,,,,3.0,,,,Shop,Other,Foil pack
561704-1,Turtle on a Beach,/sets/561704-1/Turtle-on-a-Beach,Girls,Friends,Magazine gift,2017.0,25.0,0.0,,,,3.0,,,,"Beach, Sand Castle, Turtle",Other,Foil pack
561705-1,Wardrobe of Future Star ,/sets/561705-1/Wardrobe-of-Future-Star,Girls,Friends,Magazine gift,2017.0,,0.0,,,,3.0,,,,,Other,Foil pack
561706-1,Home Bakery,/sets/561706-1/Home-Bakery,Girls,Friends,Magazine gift,2017.0,,0.0,,,,4.0,,,,Kitchen,Other,Foil pack
561801-1,Wishing Well with Andrea's Little Bird,/sets/561801-1/Wishing-Well-with-Andrea-s-Little-Bird,Girls,Friends,Magazine gift,2017.0,,0.0,,,,4.0,,,,Bird,Other,Foil pack
624210-1,LEGO House 6 Bricks,/sets/624210-1/LEGO-House-6-Bricks,Miscellaneous,Promotional,LEGO House,2017.0,6.0,0.0,,,,3.0,,,,"Lego House, Polybag",Extended,Polybag
853632-1,Batman Key Chain,/sets/853632-1/Batman-Key-Chain,Miscellaneous,Gear,Key Chains/The LEGO Batman Movie,2017.0,,0.0,,,4.99,,,,,The Lego Batman Movie,Gear,
853633-1,The Joker Key Chain,/sets/853633-1/The-Joker-Key-Chain,Miscellaneous,Gear,Key Chains/The LEGO Batman Movie,2017.0,,0.0,,,4.99,,,,,"Rogues Gallery, The Lego Batman Movie",Gear,
853634-1,Robin Key Chain,/sets/853634-1/Robin-Key-Chain,Miscellaneous,Gear,Key Chains/The LEGO Batman Movie,2017.0,,0.0,,,4.99,,,,,"Bat Family, The Lego Batman Movie",Gear,
853635-1,Catwoman Key Chain,/sets/853635-1/Catwoman-Key-Chain,Miscellaneous,Gear,Key Chains/The LEGO Batman Movie,2017.0,,0.0,,,4.99,,,,,"Female, Rogues Gallery, The Lego Batman Movie",Gear,
853636-1,Harley Quinn Key Chain,/sets/853636-1/Harley-Quinn-Key-Chain,Miscellaneous,Gear,Key Chains/The LEGO Batman Movie,2017.0,,0.0,,,4.99,,,,,,Gear,
853637-1,Batman Up scaled Mug,/sets/853637-1/Batman-Up-scaled-Mug,Miscellaneous,Gear,Housewares,2017.0,,0.0,,,9.99,,,,,The Lego Batman Movie,Gear,
853638-1,Batman Minifigure Collector Frame,/sets/853638-1/Batman-Minifigure-Collector-Frame,Miscellaneous,Gear,Storage,2017.0,,0.0,,,16.99,,,,,"Display Frame, The Lego Batman Movie",Gear,
853639-1, Batman Tumbler,/sets/853639-1/Batman-Tumbler,Miscellaneous,Gear,Housewares,2017.0,,0.0,,,7.99,,,,,"Bat Family, The Lego Batman Movie",Gear,
853640-1,Batman 2x2 Lunch Box,/sets/853640-1/Batman-2x2-Lunch-Box,Miscellaneous,Gear,Housewares,2017.0,,0.0,,,,,,,,The Lego Batman Movie,Gear,
853642-1,Batman Mask,/sets/853642-1/Batman-Mask,Miscellaneous,Gear,Role-Play Toys,2017.0,,0.0,,,9.99,,,,,The Lego Batman Movie,Gear,
853644-1,The Joker Mask,/sets/853644-1/The-Joker-Mask,Miscellaneous,Gear,Role-Play Toys,2017.0,,0.0,,,9.99,,,,,"Rogues Gallery, The Lego Batman Movie",Gear,
853645-1,Batgirl Mask,/sets/853645-1/Batgirl-Mask,Miscellaneous,Gear,Role-Play Toys,2017.0,,0.0,,,9.99,,,,,"Bat Family, The Lego Batman Movie",Gear,
853646-1,Harley Quinn Hammer,/sets/853646-1/Harley-Quinn-Hammer,Miscellaneous,Gear,Role-Play Toys,2017.0,,0.0,,,12.99,,,,,"Rogues Gallery, The Lego Batman Movie",Gear,
853647-1,Batman Batarang,/sets/853647-1/Batman-Batarang,Miscellaneous,Gear,Role-Play Toys,2017.0,,0.0,,,1.99,,,,,The Lego Batman Movie,Gear,
853648-1,Roblin Bag Charm,/sets/853648-1/Roblin-Bag-Charm,Miscellaneous,Gear,Bag charms,2017.0,,0.0,,,1.24,,,,,Goblins,Gear,
853649-1, Batman Notebook with Stud Cover,/sets/853649-1/Batman-Notebook-with-Stud-Cover,Miscellaneous,Gear,Stationery,2017.0,,0.0,,,12.99,,,,,The Lego Batman Movie,Gear,
